Species,Project Number,Database,ID,Link,Study DOI
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933073,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933074,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933075,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933076,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933077,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933078,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933079,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933080,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933081,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933082,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933083,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933084,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933085,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933086,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3945762,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3945763,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3945764,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3993888,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4011134,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019209,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019210,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019211,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019212,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019213,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019214,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019215,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019216,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019217,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019218,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019219,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019220,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019221,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4019244,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4238014,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280560,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280562,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280563,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280564,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280565,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280566,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280567,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280568,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280569,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280570,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280571,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280572,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280573,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280574,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280575,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280576,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280577,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280578,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280579,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280580,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280581,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280582,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280583,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280584,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280585,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280586,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280587,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280588,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280589,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280590,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280591,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280592,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280593,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280594,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280595,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280596,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280597,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280598,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280599,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280600,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280601,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280602,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280603,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280604,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280605,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280606,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280607,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280608,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280609,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280610,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280611,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280613,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280614,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280615,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280616,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280617,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280618,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280619,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280620,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280621,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280622,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280623,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280624,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280625,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280626,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280627,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280628,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280629,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR4280630,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
